longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_rooms,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-122.62,38.25,24,2388,358,1187,362,4.6534,0.988950276,0.149916248,3.279005525,1,0,0,0,0,196500
-122.57,38.27,7,6508,1028,2902,1010,5.3707,1.017821782,0.157959435,2.873267327,1,0,0,0,0,250500
-122.51,38.17,8,5875,1115,2808,1029,3.6392,1.083576288,0.189787234,2.728862974,0,0,0,1,0,246300
-122.65,38.27,9,4764,816,2077,755,5.1391,1.080794702,0.171284635,2.750993377,1,0,0,0,0,234500
-122.63,38.26,7,7808,1390,3551,1392,4.6069,0.998563218,0.178022541,2.551005747,1,0,0,0,0,202300
-122.66,38.27,16,1523,308,477,315,2.1696,0.977777778,0.202232436,1.514285714,1,0,0,0,0,75000
-122.63,38.24,45,1615,338,823,327,2.5179,1.033639144,0.209287926,2.516819572,1,0,0,0,0,145500
-122.63,38.23,45,2264,504,1076,472,3.0139,1.06779661,0.222614841,2.279661017,1,0,0,0,0,194100
-122.64,38.23,52,1075,249,519,210,3.0769,1.185714286,0.231627907,2.471428571,1,0,0,0,0,230900
-122.64,38.23,49,2300,463,1061,429,4.075,1.079254079,0.201304348,2.473193473,1,0,0,0,0,228800
-122.63,38.22,34,878,160,372,167,4.0417,0.958083832,0.182232346,2.22754491,1,0,0,0,0,232100
-122.63,38.22,17,2652,342,1199,350,5.565,0.977142857,0.128959276,3.425714286,1,0,0,0,0,267100
-122.63,38.21,22,2933,461,1283,449,6.2034,1.026726058,0.157176952,2.857461024,1,0,0,0,0,291100
-122.63,38.23,37,1966,348,875,381,4.0703,0.913385827,0.177009156,2.296587927,1,0,0,0,0,223800
-122.65,38.23,52,1735,347,712,343,3.1711,1.011661808,0.2,2.075801749,1,0,0,0,0,200800
-122.64,38.23,52,2156,469,1070,467,3.3011,1.004282655,0.217532468,2.291220557,1,0,0,0,0,252300
-122.65,38.23,52,1923,393,910,345,3.45,1.139130435,0.204368175,2.637681159,1,0,0,0,0,200600
-122.66,38.2,39,2889,517,1351,489,4.3056,1.057259714,0.178954656,2.762781186,1,0,0,0,0,251300
-122.64,38.24,52,1621,393,635,349,2.5202,1.126074499,0.242442936,1.819484241,1,0,0,0,0,244000
-122.64,38.24,40,1974,410,1039,398,3.7917,1.030150754,0.207700101,2.610552764,1,0,0,0,0,151600
-122.65,38.25,23,4030,537.8705525,1852,778,3.402,1.097062386,0.21303883,2.380462725,1,0,0,0,0,193300
-122.65,38.24,24,1948,310,922,313,4.95,0.990415335,0.159137577,2.945686901,1,0,0,0,0,243600
-122.65,38.24,49,3273,579,1431,539,4.275,1.074211503,0.176901925,2.654916512,1,0,0,0,0,227600
-122.64,38.25,31,2554,515,1507,533,3.8,0.966228893,0.201644479,2.82739212,1,0,0,0,0,162600
-122.69,38.27,32,2344,434,1066,384,4.0313,1.130208333,0.185153584,2.776041667,1,0,0,0,0,285000
-122.67,38.25,32,1333,235,660,206,4.0729,1.140776699,0.176294074,3.203883495,1,0,0,0,0,288500
-122.68,38.25,29,1315,240,650,228,3.8269,1.052631579,0.182509506,2.850877193,1,0,0,0,0,306000
-122.67,38.24,29,2644,464,1372,450,5.0544,1.031111111,0.175491679,3.048888889,1,0,0,0,0,261800
-122.77,38.29,32,3201,542,1869,519,3.2442,1.044315992,0.169322087,3.601156069,1,0,0,0,0,268000
-122.73,38.26,35,3941,645,1668,620,4.385,1.040322581,0.163664045,2.690322581,1,0,0,0,0,317700
-122.7,38.23,47,2090,387,1053,377,3.5673,1.026525199,0.185167464,2.793103448,1,0,0,0,0,310300
-122.72,38.35,16,3049,609,1675,618,2.4117,0.985436893,0.199737619,2.710355987,1,0,0,0,0,162500
-122.72,38.31,26,1644,294,801,291,4.3906,1.010309278,0.178832117,2.75257732,1,0,0,0,0,248000
-122.67,38.31,28,1915,419,930,342,3.7875,1.225146199,0.218798956,2.719298246,1,0,0,0,0,292700
-122.69,38.3,30,3919,743,1693,693,3.3827,1.072150072,0.189589181,2.443001443,1,0,0,0,0,292100
-122.73,38.34,44,743,155,434,162,2.5819,0.956790123,0.208613728,2.679012346,1,0,0,0,0,209600
-122.69,38.32,16,3741,698,1938,658,4.6324,1.060790274,0.186581128,2.945288754,1,0,0,0,0,183600
-122.71,38.33,13,4011,936,2064,914,3.6953,1.024070022,0.233358265,2.258205689,1,0,0,0,0,157600
-122.7,38.31,14,3155,580,1208,501,4.1964,1.157684631,0.183835182,2.411177645,1,0,0,0,0,258100
-122.7,38.33,16,1244,242,696,236,3.6369,1.025423729,0.194533762,2.949152542,1,0,0,0,0,158700
-122.69,38.32,15,2536,414,1400,426,5.6613,0.971830986,0.163249211,3.286384977,1,0,0,0,0,172400
-122.69,38.34,23,2846,516,1526,492,3.733,1.048780488,0.181307098,3.101626016,1,0,0,0,0,163500
-122.7,38.33,26,1887,381,1060,364,3.0078,1.046703297,0.20190779,2.912087912,1,0,0,0,0,160400
-122.71,38.34,22,1249,335,699,308,2.6033,1.087662338,0.268214572,2.269480519,1,0,0,0,0,121600
-122.7,38.33,26,1584,295,846,295,3.375,1,0.186237374,2.86779661,1,0,0,0,0,156300
-122.69,38.35,12,1550,187,685,188,7.226,0.994680851,0.120645161,3.643617021,1,0,0,0,0,255300
-122.69,38.34,15,3091,697,1602,682,4.0071,1.021994135,0.225493368,2.348973607,1,0,0,0,0,135500
-122.71,38.35,11,2242,699,1203,642,2.3464,1.088785047,0.311775201,1.873831776,1,0,0,0,0,104200
-122.7,38.35,14,2313,537.8705525,954,397,3.7813,1.097062386,0.21303883,2.40302267,1,0,0,0,0,146500
-122.7,38.35,14,1555,369,493,335,1.6033,1.101492537,0.237299035,1.471641791,1,0,0,0,0,67500
-122.7,38.34,19,2987,676,1782,688,2.8261,0.98255814,0.226314027,2.590116279,1,0,0,0,0,154500
-122.71,38.34,23,2744,588,1493,557,3.1781,1.055655296,0.214285714,2.68043088,1,0,0,0,0,162000
-122.69,38.37,8,6322,1001,2969,1043,4.8233,0.959731544,0.15833597,2.846596357,1,0,0,0,0,214000
-122.71,38.37,16,2355,345,1014,348,5.6018,0.99137931,0.146496815,2.913793103,1,0,0,0,0,253000
-122.69,38.35,16,1689,254,921,270,4.4444,0.940740741,0.150384843,3.411111111,1,0,0,0,0,191800
-122.69,38.36,6,5496,1374,2502,1189,2.4827,1.155592935,0.25,2.104289319,1,0,0,0,0,177500
-122.7,38.35,16,1328,187,607,197,5.0366,0.949238579,0.140813253,3.081218274,1,0,0,0,0,257800
-122.7,38.36,11,5817,878,2538,876,4.221,1.002283105,0.150936909,2.897260274,1,0,0,0,0,227100
-122.63,38.34,15,2153,345,979,335,5.1966,1.029850746,0.160241523,2.92238806,1,0,0,0,0,325400
-122.68,38.36,8,7520,1336,3833,1287,4.3278,1.038073038,0.177659574,2.978243978,1,0,0,0,0,184100
-122.69,38.34,12,3876,782,2146,764,4.0844,1.023560209,0.201754386,2.808900524,1,0,0,0,0,165400
-122.67,38.33,4,8072,1606,4323,1475,3.9518,1.088813559,0.198959366,2.930847458,1,0,0,0,0,220300
-122.69,38.34,16,1683,341,880,327,3.2857,1.042813456,0.202614379,2.691131498,1,0,0,0,0,160200
-122.68,38.4,32,2826,627,1767,628,3.1047,0.998407643,0.221868365,2.813694268,1,0,0,0,0,141400
-122.7,38.43,28,1585,412,1362,424,1.6685,0.971698113,0.259936909,3.212264151,1,0,0,0,0,114100
-122.71,38.42,23,1569,414,1031,368,1.6267,1.125,0.263862333,2.801630435,1,0,0,0,0,129200
-122.71,38.4,17,1690,464,833,445,1.439,1.042696629,0.274556213,1.871910112,1,0,0,0,0,140600
-122.7,38.39,16,4922,1211,2557,1088,2.0915,1.113051471,0.246038196,2.350183824,1,0,0,0,0,168100
-122.62,38.4,10,9772,1308,3741,1242,6.5261,1.053140097,0.133851822,3.012077295,1,0,0,0,0,324700
-122.66,38.44,17,5815,898,2614,887,4.3657,1.012401353,0.154428203,2.947012401,1,0,0,0,0,215900
-122.67,38.44,29,2551,448,1165,456,4.3587,0.98245614,0.175617405,2.554824561,1,0,0,0,0,196400
-122.68,38.43,18,2723,529,1150,520,3.5885,1.017307692,0.194271025,2.211538462,1,0,0,0,0,191900
-122.65,38.4,21,1059,150,400,154,6.8586,0.974025974,0.141643059,2.597402597,1,0,0,0,0,343100
-122.65,38.37,15,1848,280,786,282,5.7204,0.992907801,0.151515152,2.787234043,1,0,0,0,0,344100
-122.67,38.43,17,1804,304,750,298,4.5588,1.020134228,0.168514412,2.516778523,1,0,0,0,0,196400
-122.67,38.43,17,2007,400,895,403,3.2813,0.992555831,0.199302441,2.220843672,1,0,0,0,0,202700
-122.66,38.42,14,5315,1037,2228,950,4.023,1.091578947,0.195108184,2.345263158,1,0,0,0,0,208400
-122.68,38.43,29,488,63,161,62,6.0774,1.016129032,0.129098361,2.596774194,1,0,0,0,0,334400
-122.58,38.46,15,2936,517,1182,501,3.3981,1.031936128,0.176089918,2.359281437,1,0,0,0,0,246900
-122.61,38.42,13,7731,1360,2543,1249,4.6957,1.088871097,0.175915147,2.036028823,1,0,0,0,0,259800
-122.58,38.43,10,3597,661,1132,639,3.9375,1.034428795,0.183764248,1.771517997,1,0,0,0,0,269200
-122.59,38.44,14,1665,390,505,348,3.183,1.120689655,0.234234234,1.451149425,1,0,0,0,0,201200
-122.59,38.43,20,2791,546,785,512,3.4561,1.06640625,0.195628807,1.533203125,1,0,0,0,0,216700
-122.56,38.41,20,1151,211,478,183,5.93,1.153005464,0.183318853,2.612021858,1,0,0,0,0,384600
-122.66,38.46,14,2364,631,1300,625,2.6023,1.0096,0.266920474,2.08,1,0,0,0,0,221100
-122.66,38.45,26,2081,339,906,323,4.4375,1.049535604,0.162902451,2.80495356,1,0,0,0,0,293500
-122.67,38.45,24,2622,525,1027,510,2.9222,1.029411765,0.200228833,2.01372549,1,0,0,0,0,242600
-122.67,38.44,32,3771,741,1786,721,3.2415,1.027739251,0.196499602,2.477115118,1,0,0,0,0,172200
-122.68,38.44,29,2796,588,1346,562,2.9107,1.046263345,0.210300429,2.395017794,1,0,0,0,0,169700
-122.7,38.45,47,904,154,310,144,3.9766,1.069444444,0.170353982,2.152777778,1,0,0,0,0,190600
-122.68,38.45,36,1686,303,744,304,4.0139,0.996710526,0.179715302,2.447368421,1,0,0,0,0,163100
-122.69,38.44,40,1449,281,636,295,2.7222,0.952542373,0.193926846,2.155932203,1,0,0,0,0,161200
-122.69,38.44,35,1356,241,620,216,3.5521,1.115740741,0.177728614,2.87037037,1,0,0,0,0,168300
-122.68,38.44,36,1311,259,648,268,3.4545,0.96641791,0.197559115,2.417910448,1,0,0,0,0,161200
-122.7,38.44,45,883,202,401,194,3.2845,1.041237113,0.228765572,2.067010309,1,0,0,0,0,178300
-122.69,38.45,36,1943,337,711,318,3.9191,1.059748428,0.173443129,2.235849057,1,0,0,0,0,183000
-122.69,38.44,31,1808,315,691,280,3.8583,1.125,0.174225664,2.467857143,1,0,0,0,0,193200
-122.7,38.44,42,709,182,547,172,2.1912,1.058139535,0.256699577,3.180232558,1,0,0,0,0,165000
-122.7,38.44,35,1304,343,822,304,3.2935,1.128289474,0.26303681,2.703947368,1,0,0,0,0,157800
-122.71,38.43,52,1439,325,738,316,2.2262,1.028481013,0.225851286,2.335443038,1,0,0,0,0,129900
-122.71,38.43,38,1689,526,1071,529,1.5026,0.994328922,0.31142688,2.024574669,1,0,0,0,0,124000
-122.72,38.44,52,1059,281,627,273,1.5357,1.029304029,0.265344665,2.296703297,1,0,0,0,0,137500
-122.71,38.44,52,988,283,475,242,1.3684,1.169421488,0.286437247,1.962809917,1,0,0,0,0,258300
-122.71,38.44,27,966,251,462,230,1.7,1.091304348,0.259834369,2.008695652,1,0,0,0,0,350000
-122.72,38.47,29,1706,415,990,394,1.9932,1.053299492,0.243259086,2.512690355,1,0,0,0,0,164800
-122.72,38.46,35,1445,309,795,308,2.9073,1.003246753,0.21384083,2.581168831,1,0,0,0,0,157000
-122.72,38.45,41,1743,373,780,357,3.1467,1.044817927,0.213998853,2.18487395,1,0,0,0,0,175500
-122.71,38.46,42,1574,376,844,369,2.314,1.01897019,0.23888183,2.287262873,1,0,0,0,0,169400
-122.71,38.46,41,1974,482,965,458,2.905,1.052401747,0.244174265,2.1069869,1,0,0,0,0,159300
-122.71,38.46,36,2175,516,1087,477,3.0444,1.081761006,0.237241379,2.278825996,1,0,0,0,0,167200
-122.71,38.45,39,2739,573,1223,569,2.9663,1.007029877,0.209200438,2.149384886,1,0,0,0,0,185400
-122.71,38.45,48,3118,561,1275,530,3.455,1.058490566,0.179923028,2.405660377,1,0,0,0,0,222100
-122.7,38.45,26,2011,557,855,530,1.125,1.050943396,0.276976629,1.613207547,1,0,0,0,0,233300
-122.71,38.45,52,2259,537,957,520,2.1827,1.032692308,0.237715803,1.840384615,1,0,0,0,0,188800
-122.68,38.48,15,1575,262,716,259,5.3409,1.011583012,0.166349206,2.764478764,1,0,0,0,0,244600
-122.67,38.47,16,3452,791,1567,731,2.4722,1.082079343,0.229142526,2.143638851,1,0,0,0,0,194300
-122.68,38.46,17,3201,527,1244,495,4.7143,1.064646465,0.164636051,2.513131313,1,0,0,0,0,202900
-122.67,38.47,19,1848,428,1130,433,3.0568,0.988452656,0.231601732,2.609699769,1,0,0,0,0,190300
-122.68,38.46,15,1811,406,718,403,2.3929,1.007444169,0.224185533,1.781637717,1,0,0,0,0,141300
-122.71,38.46,23,3220,603,1299,591,3.9261,1.020304569,0.187267081,2.197969543,1,0,0,0,0,213300
-122.7,38.46,29,2891,459,1012,441,5.0415,1.040816327,0.158768592,2.29478458,1,0,0,0,0,240200
-122.69,38.46,32,2970,504,1117,512,5,0.984375,0.16969697,2.181640625,1,0,0,0,0,275900
-122.7,38.45,39,2015,335,640,315,4.1734,1.063492063,0.166253102,2.031746032,1,0,0,0,0,240500
-122.72,38.48,23,2296,356,902,334,6.0298,1.065868263,0.155052265,2.700598802,1,0,0,0,0,289100
-122.68,38.46,19,4976,711,1926,625,7.3003,1.1376,0.142885852,3.0816,1,0,0,0,0,381300
-122.71,38.5,15,5645,830,2324,769,6.6104,1.079323797,0.147032772,3.022106632,1,0,0,0,0,330900
-122.66,38.48,16,2697,490,1462,515,4.2051,0.951456311,0.181683352,2.838834951,1,0,0,0,0,190300
-122.66,38.48,16,2724,593,1124,586,2.825,1.011945392,0.217694567,1.918088737,1,0,0,0,0,186200
-122.66,38.47,23,2246,437,1035,386,3.7617,1.132124352,0.194568121,2.68134715,1,0,0,0,0,172600
-122.65,38.46,14,2096,420,926,397,4.0647,1.057934509,0.200381679,2.332493703,1,0,0,0,0,187800
-122.66,38.48,21,2066,393,919,395,3.267,0.994936709,0.190222652,2.326582278,1,0,0,0,0,176200
-122.66,38.47,20,2806,477,1369,460,4.75,1.036956522,0.169992872,2.976086957,1,0,0,0,0,190500
-122.69,38.51,18,3364,501,1442,506,6.6854,0.990118577,0.148929845,2.849802372,1,0,0,0,0,313000
-122.64,38.48,19,3244,449,1174,454,5.8369,0.988986784,0.138409371,2.585903084,1,0,0,0,0,255700
-122.65,38.47,24,2268,330,847,296,3.858,1.114864865,0.145502646,2.861486486,1,0,0,0,0,214400
-122.6,38.48,17,1528,264,606,251,6.6004,1.051792829,0.172774869,2.414342629,1,0,0,0,0,341500
-122.62,38.54,24,2409,464,1006,403,4.5167,1.151364764,0.192611042,2.496277916,1,0,0,0,0,265200
-122.63,38.5,19,2107,332,874,341,5.7819,0.973607038,0.157570005,2.563049853,1,0,0,0,0,265600
-122.65,38.48,17,1090,164,473,163,5.5061,1.006134969,0.150458716,2.901840491,1,0,0,0,0,231800
-122.75,38.54,6,6719,1016,2699,997,5.4886,1.019057172,0.151212978,2.707121364,1,0,0,0,0,254200
-122.78,38.52,23,2511,549,1052,527,2.4922,1.041745731,0.218637993,1.996204934,1,0,0,0,0,192000
-122.79,38.5,18,4839,918,2755,841,3.75,1.091557669,0.189708617,3.275862069,1,0,0,0,0,248300
-122.76,38.52,6,2073,388,826,375,3.055,1.034666667,0.187168355,2.202666667,1,0,0,0,0,224100
-122.75,38.5,16,4196,638,1713,615,5.449,1.037398374,0.152049571,2.785365854,1,0,0,0,0,252100
-122.73,38.46,14,4042,1298,2323,1158,2.0651,1.1208981,0.321128154,2.006044905,1,0,0,0,0,135400
-122.73,38.47,16,1834,391,994,390,3.7266,1.002564103,0.213195202,2.548717949,1,0,0,0,0,156500
-122.74,38.47,16,1426,287,525,260,3.0714,1.103846154,0.201262272,2.019230769,1,0,0,0,0,161700
-122.74,38.46,9,2268,594,1311,585,2.6607,1.015384615,0.261904762,2.241025641,1,0,0,0,0,91500
-122.74,38.48,12,4174,670,1882,647,4.551,1.035548686,0.160517489,2.908809892,1,0,0,0,0,178300
-122.75,38.48,4,6487,1112,2958,1131,4.5417,0.983200707,0.171419763,2.615384615,1,0,0,0,0,197400
-122.79,38.48,7,6837,537.8705525,3468,1405,3.1662,1.097062386,0.21303883,2.468327402,1,0,0,0,0,191000
-122.81,38.46,28,3580,611,1634,567,4.745,1.077601411,0.170670391,2.881834215,1,0,0,0,0,248600
-122.75,38.46,13,4323,1020,2566,728,3.0147,1.401098901,0.235947259,3.524725275,1,0,0,0,0,142800
-122.75,38.46,16,2653,606,1693,586,2.6384,1.034129693,0.228420656,2.889078498,1,0,0,0,0,146900
-122.76,38.46,14,4742,756,2149,732,4.5152,1.032786885,0.159426402,2.93579235,1,0,0,0,0,199200
-122.76,38.46,14,4794,767,2252,768,4.2061,0.998697917,0.159991656,2.932291667,1,0,0,0,0,213100
-122.73,38.46,14,2324,754,1026,677,1.722,1.113737075,0.32444062,1.515509601,1,0,0,0,0,150000
-122.74,38.45,17,3064,588,1704,590,3.9329,0.996610169,0.191906005,2.888135593,1,0,0,0,0,170900
-122.74,38.45,25,2696,496,1296,514,4.0798,0.964980545,0.183976261,2.521400778,1,0,0,0,0,179200
-122.74,38.44,23,2819,612,1644,546,2.6576,1.120879121,0.217098262,3.010989011,1,0,0,0,0,147900
-122.73,38.44,20,2919,508,1711,500,3.875,1.016,0.174032203,3.422,1,0,0,0,0,140300
-122.72,38.44,48,707,166,458,172,3.1797,0.965116279,0.234794908,2.662790698,1,0,0,0,0,140400
-122.73,38.44,35,1120,297,659,274,2.3824,1.083941606,0.265178571,2.405109489,1,0,0,0,0,145000
-122.73,38.44,28,1073,241,652,238,2.4,1.012605042,0.224603914,2.739495798,1,0,0,0,0,146200
-122.72,38.44,52,188,62,301,72,0.9437,0.861111111,0.329787234,4.180555556,1,0,0,0,0,129200
-122.74,38.44,17,2287,497,1240,493,3.5845,1.00811359,0.21731526,2.515212982,1,0,0,0,0,164300
-122.74,38.43,11,4670,1007,2430,962,3.0341,1.046777547,0.215631692,2.525987526,1,0,0,0,0,142300
-122.73,38.43,15,3265,690,1629,629,3.7132,1.096979332,0.211332312,2.589825119,1,0,0,0,0,167600
-122.76,38.45,8,5823,1104,2864,1041,3.6292,1.060518732,0.189592993,2.751200768,1,0,0,0,0,183600
-122.82,38.44,23,1551,236,555,243,4.6792,0.971193416,0.152159897,2.283950617,1,0,0,0,0,304700
-122.76,38.44,11,2895,524,1633,534,4.7283,0.981273408,0.181001727,3.058052434,1,0,0,0,0,170200
-122.76,38.44,14,4376,797,1809,746,3.8244,1.068364611,0.182129799,2.424932976,1,0,0,0,0,180000
-122.78,38.44,14,4143,656,1569,629,3.9766,1.042925278,0.158339368,2.494435612,1,0,0,0,0,345300
-122.79,38.42,9,4967,885,2581,915,5.038,0.967213115,0.178175961,2.820765027,1,0,0,0,0,185600
-122.74,38.42,42,2050,434,1073,416,2.375,1.043269231,0.211707317,2.579326923,1,0,0,0,0,141000
-122.73,38.43,29,2677,691,1880,664,2.1864,1.040662651,0.258124767,2.831325301,1,0,0,0,0,143200
-122.72,38.43,31,2020,476,1408,437,2.5735,1.089244851,0.235643564,3.221967963,1,0,0,0,0,131100
-122.72,38.42,26,1168,253,937,248,1.9458,1.02016129,0.216609589,3.778225806,1,0,0,0,0,146000
-122.72,38.42,26,3604,734,2605,704,3.0969,1.042613636,0.203662597,3.700284091,1,0,0,0,0,143800
-122.73,38.42,26,1446,296,884,295,4.3523,1.003389831,0.204702628,2.996610169,1,0,0,0,0,150000
-122.72,38.42,30,2099,406,1156,401,2.8036,1.012468828,0.193425441,2.882793017,1,0,0,0,0,152300
-122.73,38.4,30,3689,746,2250,697,2.975,1.070301291,0.202222825,3.228120516,1,0,0,0,0,157300
-122.73,38.37,40,1389,309,841,288,3.1094,1.072916667,0.222462203,2.920138889,1,0,0,0,0,183300
-122.75,38.43,36,1599,345,1086,314,2.6667,1.098726115,0.21575985,3.458598726,1,0,0,0,0,149100
-122.78,38.41,43,1351,277,1011,297,2.5917,0.932659933,0.205033309,3.404040404,1,0,0,0,0,144000
-122.77,38.39,35,2611,475,1293,463,2.75,1.025917927,0.181922635,2.792656587,1,0,0,0,0,197500
-122.75,38.41,17,3150,588,1857,610,3.9688,0.963934426,0.186666667,3.044262295,1,0,0,0,0,165000
-122.82,38.41,32,701,182,489,168,2.785,1.083333333,0.259629101,2.910714286,1,0,0,0,0,169300
-122.84,38.42,29,2756,551,1381,531,2.9625,1.037664783,0.199927431,2.600753296,1,0,0,0,0,237300
-122.86,38.42,38,1166,223,584,225,3.6667,0.991111111,0.191252144,2.595555556,1,0,0,0,0,244400
-122.84,38.41,19,2191,391,1065,404,4.125,0.967821782,0.178457325,2.636138614,1,0,0,0,0,204600
-122.83,38.4,37,2217,451,1019,428,3.1217,1.053738318,0.203428056,2.380841121,1,0,0,0,0,178500
-122.84,38.4,15,3080,617,1446,599,3.6696,1.030050083,0.200324675,2.414023372,1,0,0,0,0,194400
-122.78,38.37,21,795,163,414,162,3.7991,1.00617284,0.205031447,2.555555556,1,0,0,0,0,175000
-122.82,38.4,40,2406,423,1054,426,3.8846,0.992957746,0.175810474,2.474178404,1,0,0,0,0,215900
-122.8,38.37,26,1634,315,909,317,4.1731,0.993690852,0.192778458,2.867507886,1,0,0,0,0,257200
-122.8,38.39,26,2273,474,1124,420,2.9453,1.128571429,0.208534976,2.676190476,1,0,0,0,0,166700
-122.84,38.39,16,1688,292,793,280,4.4357,1.042857143,0.172985782,2.832142857,1,0,0,0,0,216900
-122.83,38.39,19,1765,394,868,388,2.462,1.015463918,0.223229462,2.237113402,1,0,0,0,0,260300
-122.82,38.39,22,1288,243,593,220,3.625,1.104545455,0.188664596,2.695454545,1,0,0,0,0,233700
-122.82,38.39,32,1437,257,752,245,4.7422,1.048979592,0.178844816,3.069387755,1,0,0,0,0,240900
-122.82,38.38,27,2565,479,1227,467,4.5132,1.025695931,0.186744639,2.627408994,1,0,0,0,0,259900
-122.76,38.35,30,2260,374,958,359,5.0323,1.04178273,0.165486726,2.668523677,1,0,0,0,0,222400
-122.87,38.39,34,1138,205,541,180,4.5147,1.138888889,0.180140598,3.005555556,1,0,0,0,0,271400
-122.77,38.33,32,2054,324,843,306,4.5875,1.058823529,0.157740993,2.754901961,1,0,0,0,0,290700
-122.82,38.33,25,3067,569,1602,550,3.9917,1.034545455,0.185523313,2.912727273,1,0,0,0,0,244100
-122.88,38.34,20,3404,628,1641,585,5.0574,1.073504274,0.184488837,2.805128205,1,0,0,0,0,276200
-122.81,38.36,18,2399,389,1131,391,5.2769,0.99488491,0.162150896,2.89258312,1,0,0,0,0,293900
-122.85,38.37,16,1762,293,810,297,4.4437,0.986531987,0.166288309,2.727272727,1,0,0,0,0,305000
-122.89,38.38,16,2017,369,931,336,5.7664,1.098214286,0.182944968,2.770833333,1,0,0,0,0,267500
-122.86,38.44,31,1534,292,716,288,3.4471,1.013888889,0.190352021,2.486111111,1,0,0,0,0,209500
-122.89,38.42,28,2388,437,1015,381,5.1512,1.146981627,0.182998325,2.664041995,1,0,0,0,0,268300
-122.87,38.43,36,1987,387,1065,347,4.0446,1.115273775,0.194765979,3.069164265,1,0,0,0,0,172200
-122.91,38.43,19,1968,350,852,308,4.6705,1.136363636,0.177845528,2.766233766,1,0,0,0,0,269800
-122.89,38.4,22,2900,538,1445,515,4.511,1.044660194,0.185517241,2.805825243,1,0,0,0,0,296800
-123.04,38.49,30,3977,930,1387,582,2.6161,1.597938144,0.233844606,2.383161512,0,0,0,0,1,132500
-123.02,38.46,52,2154,499,524,259,2.0556,1.926640927,0.231662024,2.023166023,0,0,0,0,1,120000
-122.98,38.44,29,4450,939,1328,590,3.1,1.591525424,0.211011236,2.250847458,1,0,0,0,0,162100
-123.01,38.48,37,1179,282,354,176,1.3712,1.602272727,0.239185751,2.011363636,0,0,0,0,1,118300
-123.02,38.54,35,2157,487,768,322,3.2315,1.51242236,0.225776541,2.385093168,1,0,0,0,0,136900
-123,38.51,33,1565,390,759,311,2.6726,1.254019293,0.249201278,2.440514469,0,0,0,0,1,153100
-122.97,38.5,44,3234,746,1112,470,1.9265,1.587234043,0.230674088,2.365957447,1,0,0,0,0,132700
-122.97,38.53,48,3939,860,1257,571,2.1165,1.506129597,0.218329525,2.201401051,1,0,0,0,0,98700
-122.94,38.53,49,1141,239,505,184,3.7143,1.298913043,0.209465381,2.744565217,1,0,0,0,0,148800
-122.94,38.5,46,2280,492,807,366,2.6316,1.344262295,0.215789474,2.204918033,1,0,0,0,0,117000
-122.91,38.49,37,2469,519,1137,474,3.6343,1.094936709,0.210206561,2.398734177,1,0,0,0,0,146500
-122.87,38.48,27,3894,776,1832,715,3.5085,1.085314685,0.199280945,2.562237762,1,0,0,0,0,187800
-122.88,38.46,25,1563,314,737,305,2.5687,1.029508197,0.200895713,2.416393443,1,0,0,0,0,249200
-122.85,38.46,22,3328,550,1309,512,4.7105,1.07421875,0.165264423,2.556640625,1,0,0,0,0,266200
-122.94,38.49,37,3169,719,777,344,2.7072,2.090116279,0.226885453,2.25872093,1,0,0,0,0,117100
-122.91,38.46,18,2021,537.8705525,912,329,4.5,1.097062386,0.21303883,2.772036474,1,0,0,0,0,251900
-122.72,38.58,4,7042,1100,2936,1043,5.0555,1.054650048,0.156205623,2.814956855,1,0,0,0,0,240800
-122.82,38.55,8,6190,1088,2967,1000,3.8616,1.088,0.175767367,2.967,1,0,0,0,0,195100
-122.85,38.52,13,4808,848,2568,762,3.6583,1.112860892,0.176372712,3.37007874,1,0,0,0,0,183200
-122.78,38.53,9,3659,652,1889,632,4.2716,1.03164557,0.178190763,2.988924051,1,0,0,0,0,250800
-122.81,38.54,12,2289,611,919,540,1.1553,1.131481481,0.26692879,1.701851852,1,0,0,0,0,139300
-122.82,38.53,27,1823,360,907,317,3.276,1.135646688,0.197476687,2.861198738,1,0,0,0,0,172900
-122.79,38.54,5,3986,737,1887,687,3.7768,1.072780204,0.18489714,2.746724891,1,0,0,0,0,213800
-122.87,38.61,23,2676,521,1456,500,3.7361,1.042,0.194693572,2.912,1,0,0,0,0,173700
-122.87,38.62,52,1514,348,767,354,2.1903,0.983050847,0.22985469,2.166666667,1,0,0,0,0,160000
-122.86,38.61,52,1753,380,982,380,3.4013,1,0.216771249,2.584210526,1,0,0,0,0,183300
-122.86,38.62,35,2597,522,1231,499,2.7432,1.046092184,0.201001155,2.466933868,1,0,0,0,0,174000
-122.87,38.62,18,2721,557,1667,539,3.1875,1.033395176,0.204704153,3.092764378,1,0,0,0,0,176100
-122.82,38.64,29,2176,385,1117,374,3.8681,1.029411765,0.176930147,2.986631016,1,0,0,0,0,188600
-122.83,38.58,17,5199,1023,2036,890,3.2452,1.149438202,0.196768609,2.287640449,1,0,0,0,0,168800
